gid,funderid,fundername,awardid,value,popdate,fundagency,fundsubagency,fundoffice,psc,naics,ruei,rcage,rparuei
3684,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-15-9-001,,,,,,,,,,
3705,https://openalex.org/F4320337345,Office of Naval Research,N00014-20-1-2194,,,,,,,,,,
3687,https://openalex.org/F4320337604,"National Institute on Disability, Independent Living, and Rehabilitation Research",90DPTB0027,,,,,,,,,,
3726,https://openalex.org/F4320315488,ACT Government,UM1AI69436,,,,,,,,,,
3727,https://openalex.org/F4320315488,ACT Government,UM1AI69421,,,,,,,,,,
3690,https://openalex.org/F4320306076,National Science Foundation,DMS-1945224,,,,,,,,,,
3681,https://openalex.org/F4320332161,National Institutes of Health,R01 HL128526,,,,,,,,,,
3732,https://openalex.org/F4320315488,ACT Government,UM1AI69423,,,,,,,,,,
3733,https://openalex.org/F4320315488,ACT Government,UM1AI108568,,,,,,,,,,
3734,https://openalex.org/F4320315488,ACT Government,UM1AI69453,,,,,,,,,,
3735,https://openalex.org/F4320315488,ACT Government,UM1AI69463,,,,,,,,,,
3736,https://openalex.org/F4320332161,National Institutes of Health,UM1 AI06866,,,,,,,,,,
3737,https://openalex.org/F4320315488,ACT Government,UM1AI69518,,,,,,,,,,
3738,https://openalex.org/F4320315488,ACT Government,UM1AI69501,,,,,,,,,,
3739,https://openalex.org/F4320338273,Congressionally Directed Medical Research Programs,PR191839,,,,,,,,,,
3707,https://openalex.org/F4320338294,Air Force Research Laboratory,AFOSR MURI FA95501610052,,,,,,,,,,
3708,https://openalex.org/F4320337354,National Institute of General Medical Sciences,NIH grant S10OD016374,,,,,,,,,,
3723,https://openalex.org/F4320337345,Office of Naval Research,N00014‐23‐1‐2145,,,,,,,,,,
3720,https://openalex.org/F4320337345,Office of Naval Research,N00014‐24‐1‐2329,,,,,,,,,,
3742,https://openalex.org/F4320306078,U.S. Department of Defense,PC150797,,,,,,,,,,
3744,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC18K0837,,,,,,,,,,
7558,https://openalex.org/F4320320883,Agence Nationale de la Recherche,ANR-17-CE30-0003,,,,,,,,,,
5405,https://openalex.org/F4320337393,Division of Chemistry,CHE-2106151,,,,,,,,,,
3770,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-15-1-0705,,,,,,,,,,
5402,https://openalex.org/F4320306076,National Science Foundation,2304118,,,,,,,,,,
3746,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA95502010341,,,,,,,,,,
3750,https://openalex.org/F4320306076,National Science Foundation,CBET 1652244,,,,,,,,,,
3776,https://openalex.org/F4320306127,U.S. Department of Veterans Affairs,I01 RX002767,,,,,,,,,,
3799,https://openalex.org/F4320332925,Defense Health Agency,W81XWH21C0078,"$1,099,951.23","[2021-09-15,2024-07-07)",097,2100,W23RYX,AN11,541715,L8NSHTM6E7U3,7JE02,NGWWYLZNA3L4
3767,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550‐17‐1‐0258,,,,,,,,,,
3774,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-18-PH/TBIRP-LIMBIC under Awards No. W81XWH1920067 and W81XWH-13-2-0095,,,,,,,,,,
3795,https://openalex.org/F4320306164,Simons Foundation,994328,,,,,,,,,,
3802,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550‐20‐1‐0137,,,,,,,,,,
3798,https://openalex.org/F4320338294,Air Force Research Laboratory,FA865015D1845 subcontract 669737-1,,,,,,,,,,
3777,https://openalex.org/F4320338273,Congressionally Directed Medical Research Programs,AZ160065,,,,,,,,,,
5403,https://openalex.org/F4320306076,National Science Foundation,2317471,,,,,,,,,,
3779,https://openalex.org/F4320306076,National Science Foundation,2214925,,,,,,,,,,
3773,https://openalex.org/F4320337345,Office of Naval Research,N00014-20-1-2163,,,,,,,,,,
3751,https://openalex.org/F4320306076,National Science Foundation,OAC 1920103,,,,,,,,,,
3806,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-18-1-0813,,,,,,,,,,
3788,https://openalex.org/F4320337345,Office of Naval Research,N00014-21-1-2481,,,,,,,,,,
3778,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,W911NF21C0010,"$599,997.00","[2020-12-01,2021-11-30)",097,97AE,HR0011,AJ11,541715,SA7ZWUEM9RG4,65L89,SA7ZWUEM9RG4
3771,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-15-1-0442,,,,,,,,,,
3765,https://openalex.org/F4320306076,National Science Foundation,DMS-1952556,,,,,,,,,,
3772,https://openalex.org/F4320332161,National Institutes of Health,R01-DC002390,,,,,,,,,,
3749,https://openalex.org/F4320313762,Frederick National Laboratory for Cancer Research,75N91024F00011,"$358,464,083.21","[2024-09-28,2025-08-30)",075,7529,75N910,AN12,541715,HV8BH9BPG8Y9,3LYK6,ZL41ERXMPAR3
3789,https://openalex.org/F4320306076,National Science Foundation,DMR-2309043,,,,,,,,,,
3752,https://openalex.org/F4320337345,Office of Naval Research,N00014-20-1-2535,,,,,,,,,,
3780,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR00112220035,,,,,,,,,,
3781,https://openalex.org/F4320338273,Congressionally Directed Medical Research Programs,W81XWH1810482,,,,,,,,,,
3782,https://openalex.org/F4320337644,Naval Sea Systems Command,Task Order NH076,,,,,,,,,,
3783,https://openalex.org/F4320332161,National Institutes of Health,R01HL157363,,,,,,,,,,
3790,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-23-1-0391,,,,,,,,,,
3791,https://openalex.org/F4320337345,Office of Naval Research,N00014-24-1-2131,,,,,,,,,,
3792,https://openalex.org/F4320338281,Army Research Office,W911NF2020207,,,,,,,,,,
3794,https://openalex.org/F4320318855,National Institute of Mental Health and Neurosciences,R01MH123550,,,,,,,,,,
3784,https://openalex.org/F4320306078,U.S. Department of Defense,CDMRP GRANT12901705 PR191598,,,,,,,,,,
3785,https://openalex.org/F4320306230,American Heart Association,20TPA35260085,,,,,,,,,,
3786,https://openalex.org/F4320337345,Office of Naval Research,FA8651-21-F-1025,,,,,,,,,,
3787,https://openalex.org/F4320338294,Air Force Research Laboratory,FA8651-21-F-1027,,,,,,,,,,
3796,https://openalex.org/F4320337345,Office of Naval Research,N00014-16-1-2817,,,,,,,,,,
3747,https://openalex.org/F4320314503,Space Telescope Science Institute,NAS5-26555,,,,,,,,,,
3797,https://openalex.org/F4320337380,Division of Mathematical Sciences,DMS-2204033,,,,,,,,,,
3800,https://openalex.org/F4320337351,National Cancer Institute,R01 CA238025,,,,,,,,,,
3801,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,2‐P41‐EB015871‐ 31,,,,,,,,,,
3748,https://openalex.org/F4320306076,National Science Foundation,2206341,,,,,,,,,,
3804,https://openalex.org/F4320332161,National Institutes of Health,U01AG058532,,,,,,,,,,
3695,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",1K23HL151826,,,,,,,,,,
3805,https://openalex.org/F4320332161,National Institutes of Health,1R01HL163439,,,,,,,,,,
3758,https://openalex.org/F4320334704,Australian Research Council,150102385,,,,,,,,,,
3763,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,EP/W001683/1,,,,,,,,,,
3753,https://openalex.org/F4320321001,National Natural Science Foundation of China,32170578,,,,,,,,,,
3759,https://openalex.org/F4320334704,Australian Research Council,DP200103097,,,,,,,,,,
3760,https://openalex.org/F4320334704,Australian Research Council,200103097,,,,,,,,,,
3764,https://openalex.org/F4320306076,National Science Foundation,DMS-1751281,,,,,,,,,,
3761,https://openalex.org/F4320334704,Australian Research Council,DP150102385,,,,,,,,,,
3762,https://openalex.org/F4320311089,National Security Agency,H98230-21-1-0029,,,,,,,,,,
3768,https://openalex.org/F4320306076,National Science Foundation,"AGS‐2055192, AGS‐2247034, AGS‐2224108, AGS‐2405261",,,,,,,,,,
3769,https://openalex.org/F4320338038,Heliophysics Division,"80NSSC23K0903, 80NSSC22K0749, 80NSSC22K0751, 80NSSC22K1012, 80NSSC20K1314, 80NSSC21K0729",,,,,,,,,,
5406,https://openalex.org/F4320338281,Army Research Office,W911NF-22-1-0284,,,,,,,,,,
3844,https://openalex.org/F4320337345,Office of Naval Research,N000141712810,,,,,,,,,,
3863,https://openalex.org/F4320337355,National Institute of Allergy and Infectious Diseases,U54CA260491,,,,,,,,,,
3823,https://openalex.org/F4320337367,Division of Materials Research,DMREF-1629330,,,,,,,,,,
3869,https://openalex.org/F4320337355,National Institute of Allergy and Infectious Diseases,R01AI085073,,,,,,,,,,
3829,https://openalex.org/F4320337364,National Institute of Child Health and Human Development,U54 HD079123,,,,,,,,,,
3833,https://openalex.org/F4320332925,Defense Health Agency,HU0001190002,,,,,,,,,,
3817,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA8655-22-1-7056,,,,,,,,,,
3839,https://openalex.org/F4320321730,Fonds Wetenschappelijk Onderzoek,1222522N,,,,,,,,,,
3857,https://openalex.org/F4320337355,National Institute of Allergy and Infectious Diseases,TB220074,,,,,,,,,,
3836,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-20-1-0397,,,,,,,,,,
3840,https://openalex.org/F4320306106,U.S. Department of Education,R305D200010,,,,,,,,,,
3858,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC21K1320,,,,,,,,,,
3849,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-12-1-0588,,,,,,,,,,
3845,https://openalex.org/F4320332186,Defense Threat Reduction Agency,CB10992,,,,,,,,,,
3826,https://openalex.org/F4320306078,U.S. Department of Defense,PD160104,,,,,,,,,,
3827,https://openalex.org/F4320337337,National Institute on Aging,5R01AG064093,,,,,,,,,,
3866,https://openalex.org/F4320323299,Norges Forskningsråd,223252/F50,,,,,,,,,,
3831,https://openalex.org/F4320332161,National Institutes of Health,S10OD021648,,,,,,,,,,
3832,https://openalex.org/F4320309123,"Division of Intramural Research, National Institute of Allergy and Infectious Diseases",IAA Y1-Al-5072,,,,,,,,,,
3870,https://openalex.org/F4320337345,Office of Naval Research,N000141812760,,,,,,,,,,
3818,https://openalex.org/F4320338298,Office of Naval Research Global,N00014-23-1-2086,,,,,,,,,,
3824,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-22-1-0307,,,,,,,,,,
3807,https://openalex.org/F4320332504,Uniformed Services University of the Health Sciences,HU00012220065,,,,,,,,,,
3830,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,P41 EB015909,,,,,,,,,,
3847,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-10-2-0133,,,,,,,,,,
3850,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-15-2-0074,,,,,,,,,,
3848,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-10-2-0090,,,,,,,,,,
3837,https://openalex.org/F4320337345,Office of Naval Research,N000142412701,,,,,,,,,,
3819,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550‐22‐1‐0334,,,,,,,,,,
3852,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-10-2-0134,,,,,,,,,,
3854,https://openalex.org/F4320306076,National Science Foundation,2429424,,,,,,,,,,
3855,https://openalex.org/F4320306078,U.S. Department of Defense,T220074,,,,,,,,,,
3803,https://openalex.org/F4320338298,Office of Naval Research Global,N00014-23-1-2050,,,,,,,,,,
3859,https://openalex.org/F4320306076,National Science Foundation,2225613,,,,,,,,,,
3860,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC21K1682,,,,,,,,,,
3820,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH1910848,,,,,,,,,,
3838,https://openalex.org/F4320332161,National Institutes of Health,579679,,,,,,,,,,
3861,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550‐23‐1‐0568,,,,,,,,,,
3862,https://openalex.org/F4320306078,U.S. Department of Defense,W911QY2090012,,,,,,,,,,
3864,https://openalex.org/F4320306202,Gordon and Betty Moore Foundation,GBMF-9454,,,,,,,,,,
3865,https://openalex.org/F4320332467,U.S. Air Force,N00024‐22‐D‐6404,,,,,,,,,,
3834,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-21-0317,,,,,,,,,,
3867,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR0011-17-C0071,,,,,,,,,,
3835,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-18-1-0109,,,,,,,,,,
3868,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA955022-10334,,,,,,,,,,
3851,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-09-2-0108,,,,,,,,,,
3841,https://openalex.org/F4320337345,Office of Naval Research,N000142112820,,,,,,,,,,
3822,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-21-1-0368,,,,,,,,,,
3825,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,1R01NS120879,,,,,,,,,,
3828,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,1R01NS108452,,,,,,,,,,
3808,https://openalex.org/F4320337472,National Center for Advancing Translational Sciences,UL1TR003098,,,,,,,,,,
3843,https://openalex.org/F4320337367,Division of Materials Research,1828490,,,,,,,,,,
3856,https://openalex.org/F4320337355,National Institute of Allergy and Infectious Diseases,R01AI157007,,,,,,,,,,
3896,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL123023,,,,,,,,,,
5407,https://openalex.org/F4320337390,"Division of Chemical, Bioengineering, Environmental, and Transport Systems",CBET-1954834,,,,,,,,,,
5408,https://openalex.org/F4320327257,Stiftelsen för Strategisk Forskning,SSF-FFL15-0001,,,,,,,,,,
3915,https://openalex.org/F4320306589,Alex's Lemonade Stand Foundation for Childhood Cancer,22-26743,,,,,,,,,,
5323,https://openalex.org/F4320306076,National Science Foundation,CHE-2106480,,,,,,,,,,
3873,https://openalex.org/F4320322120,National Research Foundation of Korea,RS-2024-00405542,,,,,,,,,,
3846,https://openalex.org/F4320337506,Advanced Scientific Computing Research,DE-SC0024162,,,,,,,,,,
3877,https://openalex.org/F4320337345,Office of Naval Research,NSFCAREER 1942239,,,,,,,,,,
3871,https://openalex.org/F4320337347,National Institute on Drug Abuse,DP2DA046856,,,,,,,,,,
3874,https://openalex.org/F4320306076,National Science Foundation,DMR-1807342,,,,,,,,,,
3882,https://openalex.org/F4320332161,National Institutes of Health,LM013866,,,,,,,,,,
3878,https://openalex.org/F4320337345,Office of Naval Research,NSF 2040804,,,,,,,,,,
3930,https://openalex.org/F4320332161,National Institutes of Health,BRAIN U01-NS108637,,,,,,,,,,
3893,https://openalex.org/F4320306076,National Science Foundation,OCE-2219752,,,,,,,,,,
3928,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-21-1-0303,,,,,,,,,,
3897,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL123027,,,,,,,,,,
3918,https://openalex.org/F4320337390,"Division of Chemical, Bioengineering, Environmental, and Transport Systems",2348680,,,,,,,,,,
3924,https://openalex.org/F4320318019,Asian Office of Aerospace Research and Development,FA2386-20-1-4048,,,,,,,,,,
3925,https://openalex.org/F4320332161,National Institutes of Health,1K23HL157610,,,,,,,,,,
3926,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR001124S0024,,,,,,,,,,
3929,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-22-1-0351,,,,,,,,,,
3883,https://openalex.org/F4320332161,National Institutes of Health,P30CA124435,,,,,,,,,,
3884,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-21-1-0251,,,,,,,,,,
3888,https://openalex.org/F4320309599,Vanderbilt Institute for Clinical and Translational Research,VR3029,,,,,,,,,,
3889,https://openalex.org/F4320337337,National Institute on Aging,AG027161,,,,,,,,,,
3890,https://openalex.org/F4320337349,NIH Office of the Director,1S10OD023680-01,,,,,,,,,,
3891,https://openalex.org/F4320337472,National Center for Advancing Translational Sciences,UL1-TR002243,,,,,,,,,,
3892,https://openalex.org/F4320337345,Office of Naval Research,N00014-19-1-2635,,,,,,,,,,
3927,https://openalex.org/F4320332161,National Institutes of Health,1R21NS135045,,,,,,,,,,
3894,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL123018,,,,,,,,,,
3895,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL123022,,,,,,,,,,
3921,https://openalex.org/F4320337351,National Cancer Institute,T32CA153952,,,,,,,,,,
3898,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL123010,,,,,,,,,,
3899,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL123033,,,,,,,,,,
3900,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01HL123004,,,,,,,,,,
3901,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL123031,,,,,,,,,,
3902,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL123008,,,,,,,,,,
3903,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL123020,,,,,,,,,,
3904,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL122989,,,,,,,,,,
3905,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL122998,,,,,,,,,,
3906,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01 HL123009,,,,,,,,,,
3908,https://openalex.org/F4320306127,U.S. Department of Veterans Affairs,I01BX001340,,,,,,,,,,
3912,https://openalex.org/F4320337365,National Institute of Dental and Craniofacial Research,"R01 DE031488, R01 DE031028",,,,,,,,,,
3913,https://openalex.org/F4320313540,Maryland Stem Cell Research Fund,2021-MSCRFD-5641,,,,,,,,,,
3914,https://openalex.org/F4320337611,Eunice Kennedy Shriver National Institute of Child Health and Human Development,T32HD044355,,,,,,,,,,
3920,https://openalex.org/F4320338295,Army Research Laboratory,W911NF-23-2-0162,,,,,,,,,,
3916,https://openalex.org/F4320337362,National Institute of Arthritis and Musculoskeletal and Skin Diseases,"P01 AG066603, R01 AR079171, R21 AR078919",,,,,,,,,,
3917,https://openalex.org/F4320306076,National Science Foundation,EFMA 1830893,,,,,,,,,,
3933,https://openalex.org/F4320337345,Office of Naval Research,N00014-19-1-2223,,,,,,,,,,
3934,https://openalex.org/F4320306077,Boeing,CT-BA-GTA-1,,,,,,,,,,
3886,https://openalex.org/F4320337480,Basic Energy Sciences,DE-SC0010426,,,,,,,,,,
3885,https://openalex.org/F4320306078,U.S. Department of Defense,# HU00011920011,,,,,,,,,,
3879,https://openalex.org/F4320332161,National Institutes of Health,UL1TR003142,,,,,,,,,,
3880,https://openalex.org/F4320337345,Office of Naval Research,N00014-21-1-2820,,,,,,,,,,
3881,https://openalex.org/F4320332161,National Institutes of Health,P30DK116074,,,,,,,,,,
3872,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-22-1-0101,,,,,,,,,,
3919,https://openalex.org/F4320306076,National Science Foundation,EFMA-2318093,,,,,,,,,,
3931,https://openalex.org/F4320338273,Congressionally Directed Medical Research Programs,W81XWH2110020,,,,,,,,,,
3922,https://openalex.org/F4320338273,Congressionally Directed Medical Research Programs,W81XWH-21-1-0660,,,,,,,,,,
3932,https://openalex.org/F4320334764,Japan Society for the Promotion of Science,21K12656,,,,,,,,,,
3875,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-21-1-0296,,,,,,,,,,
3957,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,100973,,,,,,,,,,
3958,https://openalex.org/F4320337337,National Institute on Aging,082201,,,,,,,,,,
7793,https://openalex.org/F4320306076,National Science Foundation,"SaTC-1908494, ITE-2132318, CCF-2122950, ITE-2029457, ITE-1936731, CCF-1918027, IIS-1924435",,,,,,,,,,
3959,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,128961,,,,,,,,,,
3936,https://openalex.org/F4320337345,Office of Naval Research,N00014-19-1-2037,,,,,,,,,,
3945,https://openalex.org/F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,P500PT_203230,,,,,,,,,,
3955,https://openalex.org/F4320337346,National Institute of Mental Health,116147,,,,,,,,,,
3956,https://openalex.org/F4320338273,Congressionally Directed Medical Research Programs,W81XWH‐18‐1‐0413,,,,,,,,,,
3935,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-21-1-0106,,,,,,,,,,
3972,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC24K0138,,,,,,,,,,
3974,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC24K0561,,,,,,,,,,
3983,https://openalex.org/F4320332162,Centers for Disease Control and Prevention,NOA: 6 NU38FT000012-01,,,,,,,,,,
3939,https://openalex.org/F4320337345,Office of Naval Research,N00014-21-1-2415,,,,,,,,,,
3953,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,015922,,,,,,,,,,
3960,https://openalex.org/F4320337337,National Institute on Aging,061028,,,,,,,,,,
3961,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,115568,,,,,,,,,,
3962,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,020403,,,,,,,,,,
3963,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,086625,,,,,,,,,,
3964,https://openalex.org/F4320337346,National Institute of Mental Health,111671,,,,,,,,,,
3965,https://openalex.org/F4320337337,National Institute on Aging,079957,,,,,,,,,,
3966,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,120249,,,,,,,,,,
3967,https://openalex.org/F4320337337,National Institute on Aging,058854,,,,,,,,,,
3968,https://openalex.org/F4320306078,U.S. Department of Defense,136019,,,,,,,,,,
3969,https://openalex.org/F4320332161,National Institutes of Health,DM190888,,,,,,,,,,
3971,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-21-1-0082,,,,,,,,,,
3977,https://openalex.org/F4320306076,National Science Foundation,AGS‐2019950,,,,,,,,,,
5409,https://openalex.org/F4320338279,Air Force Office of Scientific Research,A9550-19-1-7027,,,,,,,,,,
3991,https://openalex.org/F4320337367,Division of Materials Research,DMR-2237031,,,,,,,,,,
3997,https://openalex.org/F4320337345,Office of Naval Research,N00014-17-1-2807,,,,,,,,,,
3978,https://openalex.org/F4320338279,Air Force Office of Scientific Research,21RT0264FA9550-21-1-0284,,,,,,,,,,
3979,https://openalex.org/F4320306076,National Science Foundation,CMMI-1635443,,,,,,,,,,
3980,https://openalex.org/F4320337337,National Institute on Aging,R03AG073834,,,,,,,,,,
3981,https://openalex.org/F4320311647,Merck KGaA,Future Insight Prize,,,,,,,,,,
3982,https://openalex.org/F4320332162,Centers for Disease Control and Prevention,CDC-RFA-FT-23-0069,,,,,,,,,,
3985,https://openalex.org/F4320306076,National Science Foundation,2229996,,,,,,,,,,
3986,https://openalex.org/F4320306076,National Science Foundation,2112562,,,,,,,,,,
3987,https://openalex.org/F4320338295,Army Research Laboratory,W911NF-23-2-0008,,,,,,,,,,
3988,https://openalex.org/F4320337367,Division of Materials Research,DMR-2308979,,,,,,,,,,
3937,https://openalex.org/F4320337345,Office of Naval Research,N00014-21-1-2158,,,,,,,,,,
3989,https://openalex.org/F4320338281,Army Research Office,W911NF-20-1-0211,,,,,,,,,,
3954,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,121107,,,,,,,,,,
3992,https://openalex.org/F4320334764,Japan Society for the Promotion of Science,JP20H00354,,,,,,,,,,
3993,https://openalex.org/F4320337367,Division of Materials Research,DMR-1719797,,,,,,,,,,
3995,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA8655‐22‐7056,,,,,,,,,,
3996,https://openalex.org/F4320327890,Instituto Serrapilheira,Serra‐1709‐16124,,,,,,,,,,
3938,https://openalex.org/F4320334593,Natural Sciences and Engineering Research Council of Canada,PGSD3-532522-2019,,,,,,,,,,
3976,https://openalex.org/F4320306076,National Science Foundation,AGS‐1242918,,,,,,,,,,
3887,https://openalex.org/F4320337345,Office of Naval Research,N00014-23-1-2868,,,,,,,,,,
3239,https://openalex.org/F4320332161,National Institutes of Health,K23AR077073,,,,,,,,,,
3951,https://openalex.org/F4320306161,National Multiple Sclerosis Society,TA-2104-37423,,,,,,,,,,
3952,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-19-1-0622,,,,,,,,,,
3950,https://openalex.org/F4320332186,Defense Threat Reduction Agency,HDTRA12020001 / 2004756624,,,,,,,,,,
3975,https://openalex.org/F4320306076,National Science Foundation,2329897,,,,,,,,,,
3949,https://openalex.org/F4320306076,National Science Foundation,DMR-1829070,,,,,,,,,,
3942,https://openalex.org/F4320333181,Sidney Kimmel Comprehensive Cancer Center,UM1-CA-137443,,,,,,,,,,
3943,https://openalex.org/F4320306078,U.S. Department of Defense,W81WH2110251,,,,,,,,,,
3946,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-19-1-0562,,,,,,,,,,
3947,https://openalex.org/F4320338295,Army Research Laboratory,W911NF-21-2-0211,,,,,,,,,,
3940,https://openalex.org/F4320337534,National Institute on Minority Health and Health Disparities,K02AG059140,,,,,,,,,,
3941,https://openalex.org/F4320337534,National Institute on Minority Health and Health Disparities,U54MD000214,,,,,,,,,,
3944,https://openalex.org/F4320337345,Office of Naval Research,N00014-21-1-2375,,,,,,,,,,
7794,https://openalex.org/F4320309327,Google,Faculty Research Award,,,,,,,,,,
5411,https://openalex.org/F4320338281,Army Research Office,W911NF-16-1-0368,,,,,,,,,,
5412,https://openalex.org/F4320332161,National Institutes of Health,DP2MH126378,,,,,,,,,,
5413,https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute",U01HL128568,,,,,,,,,,
5414,https://openalex.org/F4320337345,Office of Naval Research,N00014‐21‐1‐2954,,,,,,,,,,
4027,https://openalex.org/F4320337351,National Cancer Institute,1R01CA271540,,,,,,,,,,
4041,https://openalex.org/F4320306076,National Science Foundation,CHE-1808539,,,,,,,,,,
4044,https://openalex.org/F4320332369,National Nuclear Security Administration,DE-NA- 0003525,,,,,,,,,,
4012,https://openalex.org/F4320337351,National Cancer Institute,CA006973,,,,,,,,,,
3998,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,2-P41-EB015871- 31,,,,,,,,,,
4008,https://openalex.org/F4320337345,Office of Naval Research,#N00014-20-1-2764,,,,,,,,,,
4005,https://openalex.org/F4320306076,National Science Foundation,2011619,,,,,,,,,,
4002,https://openalex.org/F4320338273,Congressionally Directed Medical Research Programs,W81XWH2010309,,,,,,,,,,
4003,https://openalex.org/F4320337351,National Cancer Institute,R01CA269782,,,,,,,,,,
4028,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH2110518,,,,,,,,,,
4011,https://openalex.org/F4320306078,U.S. Department of Defense,CA180296,,,,,,,,,,
4013,https://openalex.org/F4320334678,European Research Council,804744,,,,,,,,,,
4014,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,EP/T022159/1,,,,,,,,,,
4040,https://openalex.org/F4320306076,National Science Foundation,DMR-2004899,,,,,,,,,,
4015,https://openalex.org/F4320332161,National Institutes of Health,U01AI168287,,,,,,,,,,
4016,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,1ZIANS003111-16,,,,,,,,,,
4017,https://openalex.org/F4320337350,National Eye Institute,R01EY029055,,,,,,,,,,
4022,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-21-1-0028,,,,,,,,,,
4023,https://openalex.org/F4320306137,Bill and Melinda Gates Foundation,INV-046722,,,,,,,,,,
4024,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-21-1-0128,,,,,,,,,,
